Valor;Dt_Vcto;Dt_Pgto;Observação;Local_Pgto;ND;MES_ANO;SOMA?;Sequencial
19,74;01/07/2020;01/07/2020;Não atingiu o mínimo;BRA;071;202007;FALSO;1197
52,62;08/07/2020;08/07/2020;Sabesp - Praia - 0323678483 - Debitou Inter;INT;046;202007;VERDADEIRO;1198
156,86;10/07/2020;10/07/2020;Eletropaulo - R4-CS52 - 100067063086 - DEBITOU BRADESCO;BRA;035;202007;VERDADEIRO;1199
-35,22;24/06/2020;22/07/2020;Vlr.Lj 550 -  Deposito 1.165,00 = 35,22+86,08+35,22+35,22+35,22+35,22+450+450+2,82 em 22/07/2020;BRA;094;202006;VERDADEIRO;1200
-35,22;24/06/2020;03/07/2020;Vlr.Lj 520 - Deposito Santander;;094;202006;VERDADEIRO;1201
-35,22;24/06/2020;24/06/2020;Vlr.Lj 540 - Não cobrei - Motivo loja vazia;;094;202006;VERDADEIRO;1202
850;04/07/2020;04/07/2020;Substituição do Vidro Area - Prc 1: R$ 850,00 Prc2: R$ 800,00;BRA;126;202007;VERDADEIRO;1203
800;17/07/2020;17/07/2020;Substituição do Vidro Area - Prc 2: R$ 850,00 Prc2: R$ 800,00;BRA;126;202007;VERDADEIRO;1204
189,9;01/07/2020;01/07/2020;Vlr 189,90 p 6 meses = 31,65 por mês - VENC: 01/01/2021;BRA;127;202007;VERDADEIRO;1205
56,2;02/07/2020;03/07/2020;Telefone: 9.9324-0594;INT;070;202007;VERDADEIRO;1206
-300;20/07/2020;03/07/2020;11º Aluguel  - Em razão da COVID combinei que será R$ 300,00  - Deposito STA;STA;106;202007;VERDADEIRO;1207
-430,17;05/07/2020;05/07/2020;Não cobrei de nenhum inquilino;STA;095;202007;VERDADEIRO;1208
154,23;05/07/2020;06/07/2020;Net - R4-CS52 - 3195440450 - Pago via boleto;STA;037;202007;VERDADEIRO;1209
1053,78;05/07/2020;06/07/2020;Fat do mês;INT;042;202007;VERDADEIRO;1210
-500;01/09/2020;01/09/2020;Caucao 21 de 2 - Deposito nesta data Bradesco R$ 500,00;BRA;130;202009;VERDADEIRO;1211
-500;17/09/2020;31/08/2020;1º  Aluguel - Deposido Bradesco em 31/08/2020;BRA;128;202009;VERDADEIRO;1212
69,32;01/09/2020;01/09/2020;Não debitei de ninguem, pois não houve pagamento. Este débito virá na próxima conta;INT;095;202009;FALSO;1213
640,63;05/09/2020;08/09/2020;Fat do mês DDA 000000405;BRA;042;202009;VERDADEIRO;1214
400;05/09/2020;05/09/2020;Cintia pagou;ESP;055;202009;VERDADEIRO;1215
56,23;01/09/2020;07/09/2020;Telefone: 9.9324-0594;BRA;070;202009;VERDADEIRO;1216
151,76;07/09/2020;07/09/2020;Net - R4-CS52 - 3195440450 - Pago via boleto 025612024;BRA;037;202009;VERDADEIRO;1217
-1200;15/09/2020;08/09/2020;Deposito R$ 1.354,82 - Banco Inter = 1200,00+154,82 (agua);BRA;117;202009;VERDADEIRO;1218
-154,82;15/09/2020;08/09/2020;Deposito no Bradesco 154,82;BRA;097;202009;VERDADEIRO;1219
492,24;15/09/2020;15/09/2020;Condomínio + Sabesp - APARTAMENTO -  PROTOCOLO 406;BRA;049;202009;VERDADEIRO;1221
244,82;20/05/2020;16/08/2020;FEDERAL    - PERIODO DE APURAÇÃO: ABRIL/2020 - VENCIMENTO 20/08/2020;;124;202005;FALSO;1222
394,78;15/08/2020;16/08/2020;Pago Cintia;STA;092;202008;VERDADEIRO;1223
60,86;26/08/2020;26/08/2020;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202008;VERDADEIRO;1224
105,66;24/08/2020;25/08/2020;Debitou automatico do Inter;INT;072;202008;VERDADEIRO;1225
20,09;21/08/2020;21/08/2020;Não atingiu o mínimo;INT;045;202008;FALSO;1226
400;20/08/2020;21/08/2020;Cintia pagou;ESP;055;202008;VERDADEIRO;1227
400;20/06/2020;19/06/2020;Itamar pagou 500 - 400 20/06 + 100 05/07 adiantamento;ESP;055;202006;VERDADEIRO;1228
-105,66;24/08/2020;24/08/2020;Nao cobrei de ninguem. Motivo: Lojas estavam vazias;;094;202008;VERDADEIRO;1229
588,6;30/08/2020;25/08/2020;Pago via DDA - Documento: 0000404;BRA;076;202008;VERDADEIRO;1230
69,32;01/09/2020;01/09/2020;Não debitou. Veio uma instruçao para não receber, pois sera debitado da proxima conta;INT;073;202009;FALSO;1231
53,19;09/09/2020;09/09/2020;Debitou Inter;INT;046;202009;VERDADEIRO;1232
163,94;09/09/2020;09/09/2020;Eletropaulo - R4-CS52 - 100067063086 - DEBITOU BRADESCO;BRA;035;202009;VERDADEIRO;1233
-500;31/08/2020;31/08/2020;Caucao 1 de 2 - Deposito nesta data Bradesco R$ 500,00;BRA;130;202008;VERDADEIRO;1234
152,52;09/08/2020;09/08/2020;Net - R4-CS52 - 3195440450 - Pago via boleto;INT;037;202008;VERDADEIRO;1235
1080,58;05/08/2020;03/08/2020;Fat do mês;BRA;042;202008;VERDADEIRO;1236
163,84;10/08/2020;10/08/2020;Eletropaulo - R4-CS52 - 100067063086 - DEBITOU BRADESCO;BRA;035;202008;VERDADEIRO;1237
1150;15/04/2023;15/04/2023;COMPRA SNORKEL;BRA;136;202304;FALSO;2411
-1200;10/08/2020;07/08/2020;24º Aluguel - Deposito - Eder - 07/08 - Valor R$ 1.250,00  = 50+1200,00;BRA;091;202008;VERDADEIRO;1238
-50;15/07/2020;07/08/2020;Sabesp - Consumo Agua 4m³ -Deposito 07/08 - 1.250,00 = 50,00+1.200,00;BRA;098;202007;VERDADEIRO;1239
-184,5;03/08/2020;17/08/2020;Vlr.  - Lj 520 - Deposito 17/08/2020 = 219,72 = 184,50+35,22;STA;095;202008;VERDADEIRO;1240
300;20/07/2020;20/07/2020;Cintia pagou;ESP;055;202007;VERDADEIRO;1241
400;05/08/2020;05/08/2020;Cintia pagou;ESP;055;202008;VERDADEIRO;1242
-70;15/08/2020;10/08/2020;Deposito Eder 10/08/2020;BRA;098;202008;VERDADEIRO;1243
-1300;12/08/2020;12/08/2020;0 - Caucao - R$ 1.300,00 - Deposito no Bradesco;BRA;129;202008;VERDADEIRO;1244
-900;15/08/2020;10/08/2020;Deposito R$ 900,00 em 10/08 no Bradesco -- Aluguel menor por conta da COVID;BRA;117;202008;VERDADEIRO;1245
-154,82;15/08/2020;10/08/2020;Deposito no Bradesco 154,82;BRA;097;202008;VERDADEIRO;1246
330,09;15/08/2020;16/08/2020;Condomínio CASA 52 - PROTOCOLO 401;BRA;038;202008;VERDADEIRO;1247
492,7;15/08/2020;16/08/2020;Condomínio + Sabesp - APARTAMENTO -  PROTOCOLO 402;BRA;049;202008;VERDADEIRO;1248
-500;14/08/2020;14/08/2020;0 - Caucao - R$ 500,00 + DOC em 14/08/2020;BRA;128;202008;VERDADEIRO;1249
130,6;20/08/2020;17/08/2020;HONORARIOS CONTADOR - COMPETENCIA:JULHO/2020;BRA;122;202008;FALSO;1250
84,01;20/07/2020;16/08/2020;IRRF APURACAO 30/06/2020;BRA;125;202007;FALSO;1251
401,5;20/08/2020;16/08/2020;COMPETENCIA: 07/2020;INT;121;202008;FALSO;1252
813,11;20/08/2020;16/08/2020;FEDERAL    - PERIODO DE APURAÇÃO: JULHO/2020;;124;202008;FALSO;1253
401,5;20/07/2020;20/07/2020;COMPETENCIA: 06/2020;INT;121;202007;FALSO;1254
84,01;20/06/2020;20/07/2020;IRRF APURACAO 31/05/2020;INT;125;202006;FALSO;1255
59,43;21/07/2020;21/07/2020;Não paguei pois vai debitar automático;INT;045;202007;FALSO;1256
184,5;03/08/2020;03/08/2020;Pago Ja avise a inquilina que repassarei o valor para ela;INT;073;202008;VERDADEIRO;1257
-35,22;24/07/2020;22/07/2020;Vlr.Lj 550 -  Deposito 1.165,00 = 35,22+86,08+35,22+35,22+35,22+35,22+450+450+2,82 em 22/07/2020;BRA;094;202007;VERDADEIRO;1258
-35,22;24/07/2020;17/08/2020;Vlr.  - Lj 520 - Deposito 17/08/2020 = 219,72 = 184,50+35,22;STA;094;202007;VERDADEIRO;1259
-35,22;24/07/2020;24/07/2020;Vlr.Lj 540 - Não cobrei - Motivo loja vazia;;094;202007;VERDADEIRO;1260
105,66;24/07/2020;24/06/2020;Debitou automatico do Inter;INT;072;202007;VERDADEIRO;1261
52,62;25/07/2020;25/07/2020;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202007;VERDADEIRO;1262
-450;13/05/2020;22/07/2020;9º Aluguel Deposito 1.165,00 = 35,22+86,08+35,22+35,22+35,22+35,22+450+450+2,82 em 22/07/2020;BRA;104;202005;VERDADEIRO;1263
-450;13/04/2020;22/07/2020;8º Aluguel Deposito 1.165,00 = 35,22+86,08+35,22+35,22+35,22+35,22+450+450+2,82 em 22/07/2020;BRA;104;202004;VERDADEIRO;1264
-300;20/08/2020;23/07/2020;12º Aluguel  - Em razão da COVID combinei que será R$ 300,00  - Deposito STA;STA;106;202008;VERDADEIRO;1265
-1999,61;13/09/2019;13/09/2019;NUMERO DO RECIBO: 28.96.37.53.32 - 80 - 2020;BRA;083;201909;FALSO;1266
-2692,48;30/12/2019;30/12/2019;Receita abateu do saldo;STA;084;201912;FALSO;1267
60,76;07/08/2020;03/08/2020;Itamar pagou;BRA;071;202008;VERDADEIRO;1268
52,62;10/08/2020;10/08/2020;Debitou Inter;INT;046;202008;VERDADEIRO;1269
-500;10/08/2020;10/08/2020;0 - Caucao - R$ 500,00 + DOC em 09/08/2020;BRA;128;202008;VERDADEIRO;1270
56,11;01/08/2020;10/08/2020;Telefone: 9.9324-0594;INT;070;202008;VERDADEIRO;1271
-1200;10/07/2020;08/07/2020;23º Aluguel - Deposito - Eder - 08/07 - Valor R$ 1.200,00;BRA;091;202007;VERDADEIRO;1272
-900;15/07/2020;07/07/2020;Deposito R$ 1.026,16 em 07/06 no Bradesco -- Aluguel menor por conta da COVID  900+126,16=1026,16;ESP;117;202007;VERDADEIRO;1273
-126,16;15/07/2020;07/07/2020;Deposito no Bradesco 1.026,16 = 900+126,16;BRA;097;202007;VERDADEIRO;1274
330,09;15/07/2020;13/07/2020;Condomínio CASA 52 - PROTOCOLO 398;BRA;038;202007;VERDADEIRO;1275
461,84;15/07/2020;13/07/2020;Condomínio + Sabesp - APARTAMENTO -  PROTOCOLO 399;BRA;049;202007;VERDADEIRO;1276
401,89;15/07/2020;17/07/2020;Pago Cintia c/Juros de 7,88;STA;092;202007;VERDADEIRO;1277
188,54;20/04/2020;20/07/2020;MUNICIPAL - PERIODO DE APURAÇÃO: MARÇO/2020 - VENCIMENTO 20/07/2020;;124;202004;FALSO;1278
776,16;20/07/2020;20/07/2020;FEDERAL   -  PERIODO DE APURAÇÃO: JUNHO/2020 - VENCIMENTO 20/07/2020;;124;202007;FALSO;1279
130,6;20/07/2020;20/07/2020;HONORARIOS CONTADOR - COMPETENCIA:JUNHO/2020;INT;122;202007;FALSO;1280
330,09;15/09/2020;15/09/2020;Condomínio CASA 52 - PROTOCOLO 407;BRA;038;202009;VERDADEIRO;1281
-1200;10/09/2020;10/09/2020;25º Aluguel - Deposito  R$ 1.000,00 em 09/09 + R$ 250,00 em 10/09 Bradesco;BRA;091;202009;VERDADEIRO;1282
-50;15/09/2020;10/09/2020;Deposito  R$ 1.000,00 em 09/09 + R$ 250,00 em 10/09 Bradesco;BRA;098;202009;VERDADEIRO;1283
33,28;30/09/2020;14/09/2020;Pago via DDA - Documento: 0000408 - Vlr. Menor pois foi abatido a perua dos meses 04,05e06/2020;BRA;076;202009;VERDADEIRO;1284
-650;17/09/2020;17/09/2020;1º Aluguel - Bradesco;BRA;129;202009;VERDADEIRO;1285
392,44;15/09/2020;15/09/2020;Pago Cintia;STA;092;202009;VERDADEIRO;1286
247,63;20/06/2020;21/09/2020;FEDERAL - PERIODO DE APURAÇÃO: MAIO/2020;INT;124;202006;FALSO;1287
739,2;21/09/2020;21/09/2020;FEDERAL    - PERIODO DE APURAÇÃO: AGOSTO/2020;INT;124;202009;FALSO;1288
130,6;20/09/2020;20/09/2020;HONORARIOS CONTADOR - COMPETENCIA AGOSTO/2020;INT;122;202009;FALSO;1289
385;18/09/2020;20/09/2020;COMPETENCIA: 08/2020;INT;121;202009;FALSO;1290
20,46;22/09/2020;22/09/2020;Não atingiu o mínimo;INT;045;202009;FALSO;1291
173,61;01/10/2020;01/10/2020;Debitou Inter;INT;073;202010;VERDADEIRO;1292
20,09;01/09/2020;01/09/2020;Não atingiu o mínimo;BRA;071;202009;FALSO;1293
20,71;01/10/2020;01/10/2020;Não atingiu o mínimo;BRA;071;202010;FALSO;1294
108,91;24/09/2020;24/09/2020;Debitou automatico do Inter;INT;072;202009;VERDADEIRO;1295
71,45;24/09/2020;24/09/2020;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202009;VERDADEIRO;1296
124,4;20/08/2020;16/08/2020;IRRF APURACAO 31/07/2020;BRA;125;202008;FALSO;1297
400;20/09/2020;20/09/2020;Cintia pagou;ESP;055;202009;VERDADEIRO;1298
-500;03/10/2020;03/10/2020;1º Aluguel  - Deposito bradesco nesta data;BRA;130;202010;VERDADEIRO;1299
-500;17/10/2020;30/09/2020;2º Aluguel - Deposido Bradesco nesta data;BRA;128;202010;VERDADEIRO;1300
-1200;10/10/2020;30/09/2020;26º Aluguel - Deposito  Valor R$ 1.250,00  = 50+1200,00;BRA;091;202010;VERDADEIRO;1301
200;23/01/2021;23/01/2021;REMATRICULA - PROJETOS ESCOLARES;NUB;134;202101;VERDADEIRO;1429
40;23/01/2021;23/01/2021;REMATRICULA - AGENDA ELETRONICA;NUB;134;202101;VERDADEIRO;1430
1074;23/01/2021;23/01/2021;REMATRICULA - MATERIAL BILINGUE;NUB;134;202101;VERDADEIRO;1431
77;23/01/2021;23/01/2021;REMATRICULA - PLATAFORMA LITERARIA;NUB;134;202101;VERDADEIRO;1432
929;23/01/2021;23/01/2021;REMATRICULA - APOSTILA SAE DIGITAL;NUB;134;202101;VERDADEIRO;1433
69;23/01/2021;23/01/2021;REMATRICULA - KIT CADERNOS;NUB;134;202101;VERDADEIRO;1434
189,9;06/01/2021;06/01/2021;Vlr 189,90 p 6 meses = 31,65 por mês - VENC: 06/07/2021;BRA;127;202101;VERDADEIRO;1435
1291,71;24/01/2021;24/01/2021;IPVA;BRA;102;202101;VERDADEIRO;1436
199,97;24/01/2021;24/01/2021;MULTAS;BRA;102;202101;VERDADEIRO;1437
98,91;24/01/2021;24/01/2021;TX LICENCIAMENTO;BRA;102;202101;VERDADEIRO;1438
54,41;27/01/2021;27/01/2021;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202101;VERDADEIRO;1439
1183,1;05/02/2021;01/02/2021;Fat do mês DDA 000000430;BRA;042;202102;VERDADEIRO;1440
89,9;10/02/2021;01/02/2021;3 Paguei no Bradesco - DDA 431;BRA;132;202102;VERDADEIRO;1441
59,99;04/01/2021;04/01/2021;Debitou Bradesco;INT;070;202101;VERDADEIRO;1442
139,99;05/02/2021;05/02/2021;4  Pagamento - Debitou automaticamente no Bradesco;BRA;131;202102;VERDADEIRO;1443
71,09;09/02/2021;09/02/2021;Eletropaulo - R4-CS52 - 100067063086 - DEBITOU BRADESCO 6597682;BRA;035;202102;VERDADEIRO;1444
38,69;10/02/2021;10/02/2021;Não atingiu o mínimo;INT;071;202102;VERDADEIRO;1445
126,21;01/02/2021;01/02/2021;Debitou Inter;INT;073;202102;VERDADEIRO;1447
400;05/02/2021;05/02/2021;Cintia pagou;ESP;055;202102;VERDADEIRO;1448
0;07/02/2021;07/02/2021;Eder entregou as chaves - Não pagou mais nada referente ao aluguel;BRA;091;202102;VERDADEIRO;1449
-300;05/02/2021;14/01/2021;Sinal;BRA;135;202102;VERDADEIRO;1451
-2300;05/02/2021;05/02/2021;Caução - Soma com sinal;BRA;135;202102;VERDADEIRO;1452
498,04;15/02/2021;08/02/2021;Condomínio + Sabesp - APARTAMENTO -  PROTOCOLO 432;BRA;049;202102;VERDADEIRO;1453
330,09;15/02/2021;08/02/2021;Condomínio CASA 52 - PROTOCOLO 433;BRA;038;202102;VERDADEIRO;1454
54,41;07/02/2021;09/02/2021;Debitou Inter;INT;046;202102;VERDADEIRO;1455
21,2;19/02/2021;19/02/2021;Não atingiu o mínimo;INT;045;202102;FALSO;1456
394,63;15/02/2021;17/02/2021;Pago Itamar - Via boleto fisico;INT;092;202102;VERDADEIRO;1457
-1200;15/02/2021;08/02/2021;Deposito R$ 1.200,00 - 08/02;BRA;117;202102;VERDADEIRO;1458
-160,1;15/02/2021;09/02/2021;Deposito no Bradesco 160,10;BRA;097;202102;VERDADEIRO;1459
-650;17/02/2021;17/02/2021;6º Aluguel - Bradesco;BRA;129;202102;VERDADEIRO;1460
212,32;19/02/2021;17/02/2021;IRRF APURACAO 31/01/2021;INT;125;202102;FALSO;1461
413,6;17/02/2021;17/02/2021;COMPETENCIA: 01/2021;INT;121;202102;FALSO;1462
137,9;20/02/2021;17/02/2021;HONORARIOS CONTADOR - COMPETENCIA JANEIRO/2021 - REAJUSTE  para o exercício de 2021, foi de 5,45%, passando de R$ 130,60 para R$ 137,90;INT;122;202102;FALSO;1463
-55;15/01/2021;30/12/2020;Sabesp - Consumo -Deposito 30/12 - 1.355,00 = 55+50+1.200,00;BRA;098;202101;VERDADEIRO;1464
117,01;01/03/2021;01/03/2021;Debitou Inter;INT;073;202103;VERDADEIRO;1465
-500;17/02/2021;09/02/2021;6º Aluguel - Deposido Bradesco nesta data;BRA;128;202102;VERDADEIRO;1466
-500;20/02/2021;20/02/2021;1º  Aluguel - Deposido Bradesco - PIX;BRA;133;202102;VERDADEIRO;1467
804,66;20/02/2021;20/02/2021;FEDERAL    - PERIODO DE APURAÇÃO: JANEIRO/2021;BRA;124;202102;FALSO;1468
400;20/02/2021;05/02/2021;Itamar adiantou;ESP;055;202102;VERDADEIRO;1469
132,86;09/03/2021;09/03/2021;Eletropaulo - R4-CS52 - 100067063086 - DEBITOU BRADESCO 6597682;BRA;035;202103;VERDADEIRO;1470
59,99;01/02/2021;01/02/2021;Debitou Bradesco;INT;070;202102;VERDADEIRO;1398
139,99;05/01/2021;05/01/2021;3 Pagamento - Debitou automaticamente no Bradesco;BRA;131;202101;VERDADEIRO;1399
584,66;05/01/2021;05/01/2021;Fat do mês DDA 000000426;BRA;042;202101;VERDADEIRO;1400
-1200;10/01/2021;30/12/2020;29º Aluguel - Deposito  Valor R$ 1.300,00  =100+1200,00;BRA;091;202101;VERDADEIRO;1401
-50;15/02/2021;30/12/2020;Sabesp - Consumo -Deposito 30/12 - Eder ficou até 06/02;BRA;098;202102;VERDADEIRO;1402
61,99;08/01/2021;08/01/2021;Debitou Inter;INT;046;202101;VERDADEIRO;1403
604,96;10/01/2021;05/01/2021;IPTU 2021;INT;060;202101;VERDADEIRO;1404
1173,68;10/01/2021;05/01/2021;IPTU 2021;INT;047;202101;VERDADEIRO;1405
-1200;15/12/2020;07/12/2020;Deposito R$ 1.200,00 - 07/12;BRA;117;202012;VERDADEIRO;1406
-1200;15/01/2021;08/01/2021;Deposito R$ 1.338,94 - 08/01;BRA;117;202101;VERDADEIRO;1407
-138,94;15/01/2021;08/01/2021;Deposito no Bradesco 1.338,46 = 1200+138,46;BRA;097;202101;VERDADEIRO;1409
400;05/01/2021;05/01/2021;Pago via PIX - Motivo: Estavamos na praia - Itamar pagou;PIX;055;202101;VERDADEIRO;1410
94,55;11/01/2021;11/01/2021;Eletropaulo - R4-CS52 - 100067063086 - DEBITOU BRADESCO;BRA;035;202101;VERDADEIRO;1411
89,9;07/01/2021;07/01/2021;2 Paguei no Bradesco;BRA;132;202101;VERDADEIRO;1412
330,09;15/01/2021;11/01/2021;Condomínio CASA 52 - PROTOCOLO 428;BRA;038;202101;VERDADEIRO;1413
476,12;15/01/2021;11/01/2021;Condomínio + Sabesp - APARTAMENTO -  PROTOCOLO 429;BRA;049;202101;VERDADEIRO;1414
109,27;25/01/2021;25/01/2021;Debitou automatico do Inter;INT;072;202101;VERDADEIRO;1415
238,46;22/01/2021;22/01/2021;Debitou do Interr - Pandemia - Passamos 1 mês na praia;INT;045;202101;VERDADEIRO;1416
394,63;15/01/2021;11/01/2021;Pago Itamar - Conferi. Valores realmente são iguais;INT;092;202101;VERDADEIRO;1417
150;15/12/2020;15/12/2020;Substitução da porta do banheiro/instalação da lixeira;BRA;126;202012;VERDADEIRO;1418
240;05/01/2021;05/01/2021;Pintura interna;BRA;126;202101;VERDADEIRO;1419
-1000;11/01/2021;11/01/2021;Caucao - Deposito no bradesco nesta data R$ 900,00+100,00;BRA;133;202101;VERDADEIRO;1420
-500;17/01/2021;18/01/2021;5º Aluguel - Deposido Bradesco nesta data;BRA;128;202101;VERDADEIRO;1421
130,6;20/01/2021;18/01/2021;HONORARIOS CONTADOR - COMPETENCIA DEZEMBRO/2020;INT;122;202101;FALSO;1422
110,71;20/01/2021;18/01/2021;IRRF APURACAO 31/12/2020;INT;125;202101;FALSO;1423
489,5;20/01/2021;18/01/2021;COMPETENCIA: 12/2020;INT;121;202101;FALSO;1424
953,25;20/01/2021;20/01/2021;FEDERAL    - PERIODO DE APURAÇÃO: DEZEMBRO/2020;BRA;124;202101;FALSO;1425
-650;17/01/2021;18/01/2021;5º Aluguel - Bradesco;BRA;129;202101;VERDADEIRO;1426
588,6;31/12/2020;23/01/2021;Mensalidade 12/2020;NUB;076;202012;VERDADEIRO;1427
54,41;28/12/2020;28/12/2020;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202012;VERDADEIRO;1390
109,27;23/12/2020;23/12/2020;Debitou automatico do Inter;INT;072;202012;VERDADEIRO;1391
143,59;04/01/2021;20/12/2020;Itamar pagou;INT;071;202101;VERDADEIRO;1392
21,28;23/12/2020;23/12/2020;Não atingiu o mínimo;INT;045;202012;FALSO;1393
120,09;04/01/2021;04/01/2021;Debitou Inter;INT;073;202101;VERDADEIRO;1394
200;15/12/2020;15/12/2020;Substitução da porta do banheiro/instalação da lixeira;BRA;126;202012;VERDADEIRO;1396
450;15/12/2020;15/12/2020;Porta de aluminio do banheiro;BRA;126;202012;VERDADEIRO;1397
330,09;15/10/2020;14/10/2020;Condomínio CASA 52 - PROTOCOLO 411;BRA;038;202010;VERDADEIRO;1307
459,42;15/10/2020;14/10/2020;Condomínio + Sabesp - APARTAMENTO -  PROTOCOLO 412;BRA;049;202010;VERDADEIRO;1308
588,6;30/10/2020;14/10/2020;Pago via DDA - Documento: 0000410 - Pago antecipado;BRA;076;202010;VERDADEIRO;1309
166,33;09/10/2020;09/10/2020;Eletropaulo - R4-CS52 - 100067063086 - DEBITOU BRADESCO;BRA;035;202010;VERDADEIRO;1310
-1200;15/10/2020;08/10/2020;Deposito R$ 1.321,98 = 1200+121,98 (agua);BRA;117;202010;VERDADEIRO;1311
-121,98;15/10/2020;08/10/2020;Deposito no Bradesco 1321,98 = 1200+121,98;BRA;097;202010;VERDADEIRO;1312
400;05/10/2020;05/10/2020;Cintia pagou;ESP;055;202010;VERDADEIRO;1313
396,01;15/10/2020;15/10/2020;Pago Cintia;STA;092;202010;VERDADEIRO;1314
850,07;20/10/2020;19/10/2020;FEDERAL    - PERIODO DE APURAÇÃO: SETEMBRO/2020;INT;124;202010;FALSO;1315
374,27;20/04/2020;19/10/2020;FEDERAL    - PERIODO DE APURAÇÃO: MARÇO/2020 - RECOLHIDO EM JULHO POR CAUSA DA COVID-19;INT;124;202004;FALSO;1316
436,7;20/10/2020;18/10/2020;COMPETENCIA: 09/2020;INT;121;202010;FALSO;1317
-650;17/11/2020;18/11/2020;3º Aluguel - Bradesco;BRA;129;202011;VERDADEIRO;1357
588,6;30/11/2020;30/11/2020;Pago via DDA - Documento: 0000419 - Agendado DDA;BRA;076;202011;VERDADEIRO;1358
893,93;05/12/2020;30/11/2020;Fat do mês DDA 000000418;BRA;042;202012;VERDADEIRO;1359
91,75;11/12/2020;11/12/2020;1 Paguei no Bradesco;BRA;132;202012;VERDADEIRO;1360
236,18;09/12/2020;09/12/2020;Eletropaulo - R4-CS52 - 100067063086 - DEBITOU BRADESCO;BRA;035;202012;VERDADEIRO;1361
54,41;08/12/2020;08/12/2020;Debitou Inter;INT;046;202012;VERDADEIRO;1362
103,29;01/12/2020;01/12/2020;Itamar pagou;INT;071;202012;VERDADEIRO;1363
125,31;01/12/2020;01/12/2020;Debitou Inter;INT;073;202012;VERDADEIRO;1364
59,99;02/12/2020;01/12/2020;Debitou Bradesco;INT;070;202012;VERDADEIRO;1365
-1200;10/12/2020;01/12/2020;28º Aluguel - Deposito  Valor R$ 1.255,00  =55+1200,00;BRA;091;202012;VERDADEIRO;1366
-55;15/12/2020;01/12/2020;Sabesp - Consumo -Deposito 01/12 - 1.255,00 = 55,00+1.200,00;BRA;098;202012;VERDADEIRO;1367
139,51;07/12/2020;07/12/2020;2 Pagamento - Debitou automaticamente no Bradesco;BRA;131;202012;VERDADEIRO;1368
400;05/12/2020;05/12/2020;Cintia pagou;ESP;055;202012;VERDADEIRO;1369
400;20/12/2020;05/12/2020;Cintia pagou;ESP;055;202012;VERDADEIRO;1370
400;31/12/2020;05/12/2020;Decimo terceiro salario;ESP;055;202012;VERDADEIRO;1371
343,5;30/01/2021;04/12/2020;Rematricula 1 de 2 - 30/11/2020 / Matrícula de Janeiro;BRA;076;202101;VERDADEIRO;1372
343,5;30/01/2021;05/01/2021;Rematricula 2 de 2 - 31/12/2020 / Matrícula de Janeiro;BRA;076;202101;VERDADEIRO;1373
-121,98;15/11/2020;02/12/2020;Deposito no Bradesco 160,10;BRA;097;202011;VERDADEIRO;1374
-500;17/12/2020;10/12/2020;4º Aluguel - Deposido Bradesco nesta data;BRA;128;202012;VERDADEIRO;1375
-500;03/12/2020;07/12/2020;3º Aluguel  - Deposito bradesco nesta data - Pagou e entregou as chaves da Loja;BRA;130;202012;VERDADEIRO;1376
-130,46;15/12/2020;08/12/2020;Deposito no Bradesco 130,46;BRA;097;202012;VERDADEIRO;1377
467,64;15/12/2020;14/12/2020;Condomínio + Sabesp - APARTAMENTO -  PROTOCOLO 422;BRA;049;202012;VERDADEIRO;1378
330,09;15/12/2020;14/12/2020;Condomínio CASA 52 - PROTOCOLO 423;BRA;038;202012;VERDADEIRO;1379
101,37;18/12/2020;14/12/2020;IRRF APURACAO 30/11/2020;BRA;125;202012;FALSO;1381
407;18/12/2020;14/12/2020;COMPETENCIA: 11/2020;BRA;121;202012;FALSO;1382
195,9;20/12/2020;14/12/2020;HONORARIOS CONTADOR - COMPETENCIA NOVEMBRO/2020 + PRC 2 DE 2 DO DECIMO TERCEIRO - Valor 195,90;BRA;122;202012;FALSO;1383
-650;17/12/2020;18/12/2020;4º Aluguel - Bradesco;BRA;129;202012;VERDADEIRO;1384
394,63;15/12/2020;15/12/2020;Pago Itamar;BRA;092;202012;VERDADEIRO;1385
791,17;21/12/2020;21/12/2020;FEDERAL    - PERIODO DE APURAÇÃO: NOVEMBRO/2020;BRA;124;202012;FALSO;1386
491,57;20/06/2020;21/12/2020;MUNICIPAL    - PERIODO DE APURAÇÃO: MAIO/2020 - RECOLHIDO EM DEZEMBRO POR CAUSA DA COVID-19;BRA;124;202006;FALSO;1388
-50;15/10/2020;30/09/2020;Sabesp - Consumo -Deposito 30/09 - 1.250,00 = 50,00+1.200,00;BRA;098;202010;VERDADEIRO;1302
124,46;20/09/2020;22/09/2020;IRRF APURACAO 31/08/2020;BRA;125;202009;FALSO;1303
879,86;05/10/2020;05/10/2020;Fat do mês DDA 000000409;BRA;042;202010;VERDADEIRO;1304
61,2;01/10/2020;03/10/2020;Telefone: 9.9324-0594;INT;070;202010;VERDADEIRO;1305
